stt,course_id,name_vi,name_en,is_open,managed_by,course_type,old_code,equivalent_ids,prerequisite_ids,prior_ids,credits_lt,credits_th
1009,SS001,Những nguyên lý cơ bản của chủ nghĩa Mác Lênin,Fundamental principles of Marxism-Leninism,,PĐTĐH,ĐC,PHIL1,,,,5,0
1010,SS002,Đường lối cách mạng của Đảng CS Việt Nam,The revolutionary way of the communist party of Vietnam,,PĐTĐH,ĐC,VCPL1,SS010,,,3,0
1011,SS003,Tư tưởng Hồ Chí Minh,Ho Chi Minh Thought,,PĐTĐH,LLCT,HCMT1,,,,2,0
1012,SS004,Kỹ năng nghề nghiệp,Professional Skills,,PĐTĐH,ĐC,,,,,2,0
1013,SS005,Phương pháp luận sáng tạo KH-CN,Scientific methodology and innovation,,PĐTĐH,ĐC,SE336,SMET1SMET2CS519,,,2,0
1014,SS006,Pháp luật đại cương,Introduction to Law,,P.ĐTĐH,ĐC,,,,,2,0
1015,SS007,Triết học Mác – Lênin,Philosophy of Marxism and Leninism,,PĐTĐH,LLCT,,,,,3,0
1016,SS008,Kinh tế chính trị Mác – Lênin,Political Economics of Marxism and Leninism,,PĐTĐH,LLCT,,,,,2,0
1017,SS009,Chủ nghĩa xã hội khoa học,Scientific Socialism,,PĐTĐH,LLCT,,,,,2,0
1018,SS010,Lịch sử Đảng Cộng sản Việt Nam,History of Vietnamese Communist Party,,PĐTĐH,LLCT,,,,,2,0
1019,SSKL1,Kỹ năng mềm,Soft skills,,P.ĐTĐH,ĐC,,,,,2,0
1020,STA01,Xác suất thống kê,Statistics,,BMAV,ĐC,,MA005,,,3,0
1021,STAT11,Xác xuất thống kê,Statistics,,HTTT,ĐC,,,,,3,0
1022,STAT3013,Phân tích thống kê,Intermediate Statistical Analysis,,HTTT,CS,,,,STAT4033,3,0
1023,STAT4033,Thống kê,Statistics,,HTTT,ĐC,,,,MATH3013,3,0
1024,THU086,Đào tạo năng lực thông tin,Information Literacy Training,,PĐTĐH,CN,,,,,2,0
1025,THU107,Truyền thông xã hội trong các tổ chức,Social Media in Organizations,,PĐTĐH,CN,,,,,2,0
1026,TLH025,Tâm lý học nhân cách,Personality Psychology,,PĐTĐH,CN,,,,,3,0
1027,TLH085,Giáo dục cảm xúc xã hội,Social-Emotional Learning,,P.ĐTĐH,TUCHON,,,,,3,0
1028,TOEIC 450,TOEIC 450,TOEIC 450,,TTNN,ĐC,,,,,0,0
1029,TOEIC450,TOEIC 450,TOEIC 450,,TTNN,ĐC,,,,,0,0
1030,VCPH1,Lịch sử Đảng CSVN,History of the Communist Party of Vietnam,,P.ĐTĐH,ĐC,,,,,3,0
1031,VCPL1,Đường lối cách mạng của Đảng CSVN,Revolution Directions of Vietnam Communist Party,,TTNN,ĐC,,SS002,,,3,0
1032,WINP1,Lập trình trên Windows,Windows Programming,,CNPM,ĐC,,IT008,,,3,1
